longitude,latitude
-120.09828612607912,38.99914649535179
-120.10860092892108,39.005383895090695
-120.11343679635245,39.01014182831935
-120.11443333073476,39.011285428330666
-120.11434519702225,39.01354962860949
-120.11762813155052,39.01752962854725
-120.11903499928668,39.02102902872881
-120.1185657993323,39.02203542901493
-120.11970913280511,39.02539749552049
-120.11830133351604,39.028439496307264
-120.11457679977046,39.031778296853766
-120.1144593998443,39.03294469705785
-120.11736220058204,39.03578109669223
-120.12055873424802,39.03601009640288
-120.1218782012969,39.039097829883936
-120.1209982017631,39.04010403012987
-120.11950260113817,39.04001249676264
-120.12020620209287,39.04211683067663
-120.11741980145638,39.04435803094412
-120.11498533469704,39.04481509774213
-120.1105852013825,39.04781069852162
-120.11266693566236,39.05206509889972
-120.11372193599664,39.05675389926706
-120.11319320289176,39.06061903277661
-120.11788633790592,39.064736499062775
-120.1223162054564,39.06585749933412
-120.12924014029036,39.06949429856213
-120.1344333404737,39.06942563178045
-120.14311900992035,39.074685431258
-120.1505429443465,39.07550783119502
-120.15506294525932,39.07866323084431
-120.15647214592023,39.08065283138523
-120.16328701539722,39.09485449843242
-120.16311301621826,39.09947469882309
-120.16147054912916,39.10251709932934
-120.1600616161662,39.10267749915354
-120.1587127490547,39.10604010002332
-120.15894814987996,39.10725223335425
-120.158243616474,39.107595433396895
-120.15845021641294,39.11040863375276
-120.15742375016532,39.112993300128096
-120.1578070172796,39.11743030108078
-120.1598923511088,39.11882510052629
-120.1608032185524,39.12058603445321
-120.1613042188678,39.12525170097315
-120.1594261524258,39.12833983482607
-120.15510995140316,39.129026901680696
-120.15308435194711,39.13101703582696
-120.1516168182849,39.13437943625965
-120.152792952842,39.13874770266134
-120.15252915267736,39.14112643674648
-120.1494168198996,39.14464903702658
-120.14542261909222,39.14641063786304
-120.14324955219912,39.14890383821675
-120.1437790201259,39.154118438578855
-120.14134135356754,39.15841843872729
-120.14078382047468,39.16543990630077
-120.14289942124071,39.1670408396472
-120.142723154714,39.16770410601824
-120.13955035453785,39.17060890710024
-120.13608335430948,39.172118440203576
-120.12900142108842,39.17943704165101
-120.12688575384703,39.18044324158106
-120.12083195324844,39.18165470925696
-120.11454355222352,39.180898843068505
-120.11295635218563,39.182156443243954
-120.10740161782964,39.18396204375585
-120.0944123489272,39.184529844836
-120.09211974860914,39.18523791202368
-120.09220674954608,39.18699891159307
-120.0941158159502,39.18887504507006
-120.09596541747582,39.19244364555627
-120.095082417569,39.19454731254561
-120.09501881864348,39.20307804664426
-120.09401761841154,39.20589091311184
-120.08919515114933,39.20822171386987
-120.0882534184909,39.209479113972414
-120.0854504196829,39.22374924875611
-120.0814201524152,39.22626291572329
-120.07357001769242,39.22543544960675
-120.0684512168792,39.22797091685853
-120.0679193504506,39.23053205049583
-120.06944715118692,39.23199685044855
-120.06959221832552,39.23400945126525
-120.06791395157576,39.23602091797259
-120.06303161788804,39.236612518455054
-120.0564704164776,39.23935231903869
-120.0498242155767,39.23907291953364
-120.04844301540317,39.23833991956435
-120.0470306149432,39.238933519583625
-120.0437683479546,39.23737571984916
-120.0394441474344,39.23819532009146
-120.03779841317264,39.23741632033551
-120.02724261210288,39.23633165454512
-120.01836694358374,39.23316665512262
-120.01264760822332,39.224858921293645
-120.0108841407604,39.22444532140297
-120.00903553995803,39.22238505467276
-120.00550700603104,39.22254112140672
-120.00262933925664,39.22070825506013
-120.00154073923576,39.22111865479113
-120.00149600672788,39.22900845556922
-120.00103620674469,39.22923665591334
-120.00103620674469,39.22779585593113
-120.000371939423,39.229717656153205
-120.00160654083032,39.23266765607487
-120.00043780659456,39.23321665642128
-120.00055854016875,39.23477152316414
-119.99868614119788,39.23957632375485
-119.99904260797392,39.24140545732719
-119.9971390078183,39.24545565743689
-119.9953780080275,39.24735592424763
-119.99149874127087,39.24891552463516
-119.97908440582836,39.247739725690586
-119.975761938241,39.24833772625216
-119.97231900387912,39.24742645939369
-119.968932603193,39.24495972616603
-119.96560740293056,39.24372785966987
-119.96234260179456,39.24361646025488
-119.9505445330948,39.24037866053272
-119.93633212977956,39.23359646125364
-119.9325939955406,39.23016826135754
-119.93370672880158,39.22573072724924
-119.93317519474968,39.22360412720606
-119.9280853268751,39.220336727615766
-119.92796499305122,39.21743232726016
-119.92946232652632,39.21546452668751
-119.92884132566202,39.211622660070816
-119.93045632586296,39.20967772614404
-119.92977772592091,39.2072309259347
-119.93171592558804,39.205240059151485
-119.9302131249661,39.20144445906976
-119.9308585914472,39.20032352532443
-119.93273959178693,39.200116458493845
-119.93229759192104,39.19906472494414
-119.9340015253351,39.19821745826043
-119.93423552478852,39.19711952470968
-119.9309727915743,39.19691572533153
-119.9274135235865,39.19392165843963
-119.92819892243604,39.18509325747412
-119.92622332141208,39.17775285740151
-119.92912978817446,39.175052523290695
-119.93256718891422,39.17466185625339
-119.93429152127176,39.165466722431184
-119.9325569202722,39.16411832198757
-119.93267238702389,39.16208285514709
-119.93472512009308,39.15833085507175
-119.93498738683355,39.15620385484156
-119.93284178593026,39.1550843213695
-119.93366118601332,39.15185905409949
-119.93272011900648,39.15071605440211
-119.93262971884452,39.14836052115844
-119.93389231894264,39.14801672062848
-119.93500671857846,39.14627792041422
-119.93673958582951,39.14639125356941
-119.93635711911418,39.14563665392574
-119.93826331899425,39.14291392003083
-119.94263798596882,39.14165331962416
-119.94598218649782,39.13840345245514
-119.94559718563504,39.13556771898497
-119.94300978519018,39.13268785237553
-119.9431533844816,39.12969151868922
-119.94799571798636,39.12737845122326
-119.95013991841614,39.12792585074444
-119.95374798558512,39.12524745067388
-119.95442038535504,39.122891250599
-119.95306891851914,39.122091717031175
-119.95341611827476,39.117997650228936
-119.9549995849143,39.116441316264414
-119.95734078408924,39.11072204904973
-119.9609163843472,39.10635091515196
-119.9604153840318,39.10488764850191
-119.9588887834447,39.10470584823434
-119.95888791746874,39.10397404861904
-119.9572435172052,39.10349484851595
-119.95527438315295,39.10143804858518
-119.95236838261616,39.10121151554976
-119.95160398188638,39.10018291514476
-119.94805331526742,39.100825715821216
-119.94684911464591,39.10020891539515
-119.94158877976813,39.09408304900052
-119.9399997121328,39.08983004854158
-119.94061317882684,39.087062314727326
-119.94665651315404,39.08550324767211
-119.9489125789895,39.08232284719542
-119.94755931192977,39.07912171365337
-119.9481449784607,39.07816084687168
-119.94714611205188,39.077040846765904
-119.94690857772784,39.07445651369654
-119.94547071092788,39.07425164694429
-119.94218097705117,39.07082311344934
-119.94258837650725,39.067575246229474
-119.94551837643516,39.06418851251654
-119.94375530962088,39.06126211241585
-119.94533670923695,39.05863111209354
-119.944776175771,39.05577251162539
-119.94594657548336,39.053004444965694
-119.94620690815098,39.04966511119557
-119.94940057529288,39.0465755107566
-119.94889677403044,39.04186451030741
-119.94819210767378,39.04113304392406
-119.95135350733064,39.03593944330747
-119.94900210598904,39.03086364271388
-119.94949930643082,39.02971970895827
-119.94838270592255,39.0275019094613
-119.94955417283344,39.02624330924213
-119.94899570549266,39.02505430873336
-119.95063437180974,39.02210304198254
-119.9541221060532,39.02098004139107
-119.95303650550704,39.020431841656745
-119.95303110483556,39.015537507881895
-119.95156510459756,39.01542410810804
